gene_i,gene_j,pair,is_true_interaction,observed_score,null_mean,null_std,null_max,raw_pvalue,bh_adjusted_pvalue,significant_raw_0.05,significant_bh_0.05
3,7,"(3, 7)",True,0.12490587681531906,0.11215725794434547,0.02951345631741874,0.19764286279678345,0.3564356435643564,0.9379885356956749,False,False
6,7,"(6, 7)",False,0.19029102027416228,0.1853545641899109,0.04691744668241613,0.3248682916164398,0.37623762376237624,0.9379885356956749,False,False
2,7,"(2, 7)",False,0.1464192345738411,0.1432932775467634,0.03321748971401389,0.25273287296295166,0.38613861386138615,0.9379885356956749,False,False
0,4,"(0, 4)",False,0.19354709833860398,0.185105417445302,0.05421196391885573,0.3681739270687103,0.39603960396039606,0.9379885356956749,False,False
2,4,"(2, 4)",True,0.17341005206108093,0.1750795903801918,0.04753918869095693,0.3155164420604706,0.45544554455445546,0.9900990099009901,False,False
4,6,"(4, 6)",False,0.20678138434886933,0.21440338537096978,0.0533996577078512,0.4404888153076172,0.49504950495049505,0.9900990099009901,False,False
0,2,"(0, 2)",False,0.21473183631896972,0.21812068223953246,0.05576917192137131,0.37952300906181335,0.5148514851485149,0.9900990099009901,False,False
4,9,"(4, 9)",False,0.168962325155735,0.1804640743136406,0.04505876221929532,0.3789065182209015,0.5247524752475248,0.9900990099009901,False,False
4,7,"(4, 7)",False,0.11581606566905975,0.12421681478619576,0.0344516151559303,0.2741599380970001,0.5346534653465347,0.9900990099009901,False,False
4,8,"(4, 8)",False,0.12008029222488403,0.13289027504622936,0.03757300570050479,0.26748165488243103,0.5643564356435643,0.9900990099009901,False,False
3,8,"(3, 8)",False,0.10642407238483428,0.12115505777299404,0.03751674895870137,0.23938976228237152,0.5742574257425742,0.9900990099009901,False,False
2,6,"(2, 6)",False,0.2311421364545822,0.25589885950088503,0.05546502318823556,0.409986674785614,0.6633663366336634,0.9900990099009901,False,False
6,9,"(6, 9)",False,0.25201350450515747,0.290485298037529,0.07334290978290936,0.49729713797569275,0.6732673267326733,0.9900990099009901,False,False
7,8,"(7, 8)",False,0.09668413698673248,0.11628963429480792,0.03342052165546326,0.2405972182750702,0.6831683168316832,0.9900990099009901,False,False
2,3,"(2, 3)",False,0.12480824142694473,0.1508546443283558,0.0413638266944832,0.29370126128196716,0.7029702970297029,0.9900990099009901,False,False
3,4,"(3, 4)",False,0.11063983142375947,0.1259739825874567,0.030059900233470594,0.252613365650177,0.7029702970297029,0.9900990099009901,False,False
0,3,"(0, 3)",False,0.1344369500875473,0.16387584939599037,0.043043199683782105,0.26893892884254456,0.7128712871287128,0.9900990099009901,False,False
8,9,"(8, 9)",False,0.14121077060699463,0.1675857438892126,0.0386270404163276,0.3043116331100464,0.7722772277227723,0.9900990099009901,False,False
2,9,"(2, 9)",False,0.17717140913009644,0.21377882577478885,0.03941118246381953,0.3186838626861572,0.7821782178217822,0.9900990099009901,False,False
2,8,"(2, 8)",False,0.12482567876577377,0.15781453736126422,0.03908895177675709,0.24821239709854126,0.7821782178217822,0.9900990099009901,False,False
3,6,"(3, 6)",False,0.15636160373687744,0.19382301680743694,0.04703292017461132,0.32552510499954224,0.801980198019802,0.9900990099009901,False,False
3,9,"(3, 9)",False,0.1068094551563263,0.16380545668303967,0.04079237267364521,0.3159964382648468,0.9405940594059405,0.9900990099009901,False,False
1,4,"(1, 4)",False,0.06625021919608116,0.1075162087380886,0.028229927735482163,0.18926626443862915,0.9504950495049505,0.9900990099009901,False,False
1,7,"(1, 7)",False,0.05870525687932968,0.09500726126134396,0.027348853788067104,0.18315336108207703,0.9504950495049505,0.9900990099009901,False,False
1,6,"(1, 6)",False,0.0973612830042839,0.16335673876106738,0.04873885605931165,0.381972998380661,0.9702970297029703,0.9900990099009901,False,False
1,2,"(1, 2)",False,0.07672920227050781,0.13091393269598484,0.038990785726543103,0.31546375155448914,0.9702970297029703,0.9900990099009901,False,False
1,9,"(1, 9)",False,0.07313730642199516,0.1392113383859396,0.040374938210755246,0.32955071330070496,0.9702970297029703,0.9900990099009901,False,False
1,3,"(1, 3)",False,0.056759531423449514,0.09688036534935236,0.025700954059455456,0.15294814109802246,0.9702970297029703,0.9900990099009901,False,False
0,1,"(0, 1)",True,0.07544539719820023,0.14371832873672247,0.044613394160693744,0.34853580594062805,0.9900990099009901,0.9900990099009901,False,False
1,8,"(1, 8)",False,0.0485979862511158,0.10021262269467116,0.025301587222614143,0.18651044368743896,0.9900990099009901,0.9900990099009901,False,False
