gene_i,gene_j,pair,is_true_interaction,observed_score,null_mean,null_std,null_max,raw_pvalue,bh_adjusted_pvalue,significant_raw_0.05,significant_bh_0.05
4,5,"(4, 5)",False,0.0008709598332643509,0.0011869290872709825,0.0008904039101304227,0.0029597062384709716,0.5,0.9090909090909091,False,False
2,8,"(2, 8)",False,0.0008512788626831025,0.0009136866574408486,0.00047123537813791646,0.0017166152829304338,0.5,0.9090909090909091,False,False
3,8,"(3, 8)",False,0.000840663124108687,0.0008829572936519981,0.00041653656397370043,0.00155957747483626,0.5,0.9090909090909091,False,False
4,6,"(4, 6)",False,0.0010452323185745627,0.0010935343962046318,0.0004487369982848923,0.0017464327975176275,0.6666666666666666,0.9090909090909091,False,False
1,3,"(1, 3)",False,0.0010281788709107786,0.0011263656444498338,0.00042601672536333156,0.00179213986848481,0.6666666666666666,0.9090909090909091,False,False
8,9,"(8, 9)",False,0.0008883659320417792,0.0009932978049619124,0.0003977771917795138,0.0016270254855044186,0.6666666666666666,0.9090909090909091,False,False
4,9,"(4, 9)",False,0.0008875635103322566,0.001020372798666358,0.00021504086265640635,0.0013175479689380154,0.6666666666666666,0.9090909090909091,False,False
7,9,"(7, 9)",True,0.0008498373790644109,0.0010299117537215352,0.00024580039659789587,0.001469427370466292,0.6666666666666666,0.9090909090909091,False,False
2,7,"(2, 7)",False,0.0008258677262347192,0.0010486190643860028,0.00026672850023430096,0.0015261535008903593,0.6666666666666666,0.9090909090909091,False,False
1,8,"(1, 8)",False,0.0007337781717069447,0.0010766529710963368,0.000498374279361916,0.0016765370819484815,0.6666666666666666,0.9090909090909091,False,False
4,8,"(4, 8)",False,0.0005948371544945985,0.0008988216388388537,0.00046771643877609274,0.0015194921870715916,0.6666666666666666,0.9090909090909091,False,False
5,8,"(5, 8)",False,0.000585629721172154,0.0009322431520558894,0.0004805293206063931,0.0017704663332551718,0.6666666666666666,0.9090909090909091,False,False
1,9,"(1, 9)",False,0.0013461174094118178,0.0015623895364115016,0.0002032975375627946,0.0018822845595423132,0.8333333333333334,0.9615384615384616,False,False
0,3,"(0, 3)",False,0.0007826091459719464,0.0009424492076504975,0.0003408685489799413,0.0013910802081227303,0.8333333333333334,0.9615384615384616,False,False
6,7,"(6, 7)",False,0.0006956223805900663,0.0010682416061172262,0.0004993507647228489,0.0018871764186769724,0.8333333333333334,0.9615384615384616,False,False
0,5,"(0, 5)",False,0.000658053410006687,0.0009884045546641573,0.0004121305111954521,0.0015464121825061738,0.8333333333333334,0.9615384615384616,False,False
0,8,"(0, 8)",False,0.0006400737911462784,0.0010098551050759853,0.00046112277902945537,0.001676964689977467,0.8333333333333334,0.9615384615384616,False,False
6,8,"(6, 8)",True,0.0006352587370201945,0.0010297533590346575,0.0005585101693238077,0.0019054017611779273,0.8333333333333334,0.9615384615384616,False,False
5,7,"(5, 7)",False,0.0007593193440698087,0.0010683938104193657,0.0003782408181546441,0.0017297104932367802,1.0,1.0,False,False
1,7,"(1, 7)",False,0.0007123228424461558,0.001107515729381703,0.0002497082085161703,0.001423884037649259,1.0,1.0,False,False
3,7,"(3, 7)",True,0.0007059391937218606,0.0010410672548459843,0.00030299752111075475,0.001592156884726137,1.0,1.0,False,False
0,7,"(0, 7)",False,0.000684880797052756,0.0009493561927229166,0.00032918194715085,0.0015931690286379308,1.0,1.0,False,False
4,7,"(4, 7)",False,0.0005475120706250891,0.000981536935432814,0.0003550281476026809,0.0015657562762498856,1.0,1.0,False,False
7,8,"(7, 8)",False,0.0004684347804868594,0.001149157714098692,0.0004189039206123607,0.0018514132825657725,1.0,1.0,False,False
