gene_i,gene_j,pair,is_true_interaction,observed_score,null_mean,null_std,null_max,raw_pvalue,bh_adjusted_pvalue,significant_raw_0.05,significant_bh_0.05
2,9,"(2, 9)",False,0.0018943063041660935,0.0009680727889644913,0.0003604111873894941,0.001618389564100653,0.16666666666666666,0.9090909090909091,False,False
2,4,"(2, 4)",True,0.0016281635616905987,0.0010105754219694064,0.0003156364527375102,0.0014745734515599906,0.16666666666666666,0.9090909090909091,False,False
6,9,"(6, 9)",False,0.0013917101896367967,0.0009329802531283348,0.00023561146504718904,0.0012835520028602332,0.16666666666666666,0.9090909090909091,False,False
0,1,"(0, 1)",True,0.0013562237145379186,0.0009210288844769821,0.00031655984366105947,0.0013485405943356454,0.16666666666666666,0.9090909090909091,False,False
0,2,"(0, 2)",False,0.0012650971475522965,0.000756304178503342,0.0002855951321633484,0.0010920515633188188,0.16666666666666666,0.9090909090909091,False,False
1,4,"(1, 4)",False,0.0019378379365662113,0.0011397956317523495,0.0005311517518402248,0.0021609610121231526,0.3333333333333333,0.9090909090909091,False,False
1,2,"(1, 2)",False,0.001861734694102779,0.0011462574024335482,0.0005148685099557809,0.00209685176378116,0.3333333333333333,0.9090909090909091,False,False
2,6,"(2, 6)",False,0.0014985211018938571,0.0009830295399297028,0.0005370186517951262,0.0020131009514443576,0.3333333333333333,0.9090909090909091,False,False
2,5,"(2, 5)",False,0.0012484464677982032,0.001021801310707815,0.00031277621576220483,0.001541165795060806,0.3333333333333333,0.9090909090909091,False,False
2,3,"(2, 3)",False,0.0012009259953629225,0.0010723285959102213,0.0008417619855900824,0.0027137529104948044,0.3333333333333333,0.9090909090909091,False,False
3,5,"(3, 5)",False,0.0010510013089515269,0.0008937516191508621,0.0003051394714699611,0.0013590746966656297,0.3333333333333333,0.9090909090909091,False,False
0,6,"(0, 6)",False,0.0010021339694503695,0.0007708488963544368,0.00021525496098267124,0.0011339939665049314,0.3333333333333333,0.9090909090909091,False,False
0,4,"(0, 4)",False,0.0009942594624590129,0.0008104097447358072,0.00018505719245289924,0.0010793554538395256,0.3333333333333333,0.9090909090909091,False,False
3,9,"(3, 9)",False,0.001289159496081993,0.0010345010261517019,0.00030553481938621165,0.0014142256404738873,0.5,0.9090909090909091,False,False
5,9,"(5, 9)",False,0.0011888128938153386,0.0011896434065420181,0.0004412713169211248,0.0019535106839612126,0.5,0.9090909090909091,False,False
0,9,"(0, 9)",False,0.0011602230952121317,0.0010120582825038581,0.00037374361040342946,0.0015008491463959217,0.5,0.9090909090909091,False,False
3,4,"(3, 4)",False,0.0010802191973198205,0.0009190247626975178,0.000336195631539532,0.0013955539907328784,0.5,0.9090909090909091,False,False
1,5,"(1, 5)",False,0.0010649343603290617,0.0012038485903758556,0.0005528971328181584,0.0022734070662409067,0.5,0.9090909090909091,False,False
1,6,"(1, 6)",False,0.0010332358215237036,0.001130157703300938,0.0006916294472548826,0.002412781526800245,0.5,0.9090909090909091,False,False
3,6,"(3, 6)",False,0.0009365937439724803,0.0009490009513683617,0.0005333346306203415,0.0019343450549058616,0.5,0.9090909090909091,False,False
5,6,"(5, 6)",True,0.0009058782598003745,0.0009783308807527647,0.0004101209596803607,0.001646348973736167,0.5,0.9090909090909091,False,False
